wine_no,taster_name,taster_twitter
931,Kerin O’Keefe,@kerinokeefe
932,Roger Voss,@vossroger
933,Roger Voss,@vossroger
934,Roger Voss,@vossroger
935,Roger Voss,@vossroger
936,Paul Gregutt,@paulgwine 
937,Paul Gregutt,@paulgwine 
938,Michael Schachner,@wineschach
939,Jim Gordon,@gordone_cellars
940,Roger Voss,@vossroger
941,Michael Schachner,@wineschach
942,Virginie Boone,@vboone
943,Michael Schachner,@wineschach
944,Paul Gregutt,@paulgwine 
945,Virginie Boone,@vboone
946,Virginie Boone,@vboone
947,Roger Voss,@vossroger
948,Roger Voss,@vossroger
949,Kerin O’Keefe,@kerinokeefe
950,Virginie Boone,@vboone
951,Jim Gordon,@gordone_cellars
952,Michael Schachner,@wineschach
953,Paul Gregutt,@paulgwine 
954,Jim Gordon,@gordone_cellars
955,Kerin O’Keefe,@kerinokeefe
956,Kerin O’Keefe,@kerinokeefe
957,Virginie Boone,@vboone
958,Michael Schachner,@wineschach
959,Roger Voss,@vossroger
960,Roger Voss,@vossroger
961,Roger Voss,@vossroger
962,Roger Voss,@vossroger
963,Roger Voss,@vossroger
964,,
965,,
966,Joe Czerwinski,@JoeCz
967,Michael Schachner,@wineschach
968,,
969,Michael Schachner,@wineschach
970,,
971,Roger Voss,@vossroger
972,,
973,,
974,Paul Gregutt,@paulgwine 
975,,
976,,
977,,
978,,
979,Roger Voss,@vossroger
980,,
981,Roger Voss,@vossroger
982,,
983,,
984,Susan Kostrzewa,@suskostrzewa
985,Michael Schachner,@wineschach
986,Roger Voss,@vossroger
987,,
988,Paul Gregutt,@paulgwine 
989,Michael Schachner,@wineschach
990,,
991,Roger Voss,@vossroger
992,Roger Voss,@vossroger
993,Roger Voss,@vossroger
994,Roger Voss,@vossroger
995,,
996,,
997,Joe Czerwinski,@JoeCz
998,Paul Gregutt,@paulgwine 
999,Paul Gregutt,@paulgwine 
1000,Paul Gregutt,@paulgwine 
1001,,
38468,,
1002,Paul Gregutt,@paulgwine 
1003,Roger Voss,@vossroger
1004,Roger Voss,@vossroger
1005,Roger Voss,@vossroger
1006,Paul Gregutt,@paulgwine 
1007,Roger Voss,@vossroger
1008,,
1009,,
1010,Paul Gregutt,@paulgwine 
1011,,
1012,Kerin O’Keefe,@kerinokeefe
1013,Kerin O’Keefe,@kerinokeefe
1014,Matt Kettmann,@mattkettmann
1015,Matt Kettmann,@mattkettmann
1016,Kerin O’Keefe,@kerinokeefe
1017,Kerin O’Keefe,@kerinokeefe
1018,Roger Voss,@vossroger
1019,Virginie Boone,@vboone
1020,Paul Gregutt,@paulgwine 
1021,Michael Schachner,@wineschach
1022,Kerin O’Keefe,@kerinokeefe
1023,Mike DeSimone,@worldwineguys
1024,Roger Voss,@vossroger
1025,Matt Kettmann,@mattkettmann
1026,Paul Gregutt,@paulgwine 
1027,Paul Gregutt,@paulgwine 
1028,Michael Schachner,@wineschach
1029,Michael Schachner,@wineschach
1030,Virginie Boone,@vboone
1031,Michael Schachner,@wineschach
1032,Joe Czerwinski,@JoeCz
1033,Matt Kettmann,@mattkettmann
1034,Roger Voss,@vossroger
1035,Kerin O’Keefe,@kerinokeefe
1036,Kerin O’Keefe,@kerinokeefe
1037,Sean P. Sullivan,@wawinereport
1038,Joe Czerwinski,@JoeCz
1039,Michael Schachner,@wineschach
1040,Michael Schachner,@wineschach
1041,Joe Czerwinski,@JoeCz
1042,Michael Schachner,@wineschach
1043,Roger Voss,@vossroger
1044,,
1045,Paul Gregutt,@paulgwine 
1046,,
1047,,
1048,Roger Voss,@vossroger
1049,Roger Voss,@vossroger
1050,,
1051,Michael Schachner,@wineschach
1052,,
1053,Michael Schachner,@wineschach
1054,,
1055,Roger Voss,@vossroger
1056,Roger Voss,@vossroger
1057,Michael Schachner,@wineschach
1058,,
1059,,
1060,Roger Voss,@vossroger
1061,Roger Voss,@vossroger
1062,,
1063,Susan Kostrzewa,@suskostrzewa
1064,,
1065,Roger Voss,@vossroger
1066,Jim Gordon,@gordone_cellars
1067,Virginie Boone,@vboone
1068,Paul Gregutt,@paulgwine 
1069,Paul Gregutt,@paulgwine 
1070,Paul Gregutt,@paulgwine 
1071,Kerin O’Keefe,@kerinokeefe
1072,Roger Voss,@vossroger
1073,Roger Voss,@vossroger
1123,Sean P. Sullivan,@wawinereport
1074,Joe Czerwinski,@JoeCz
1075,Virginie Boone,@vboone
1076,Roger Voss,@vossroger
1077,Kerin O’Keefe,@kerinokeefe
1078,Paul Gregutt,@paulgwine 
1079,Paul Gregutt,@paulgwine 
1080,Paul Gregutt,@paulgwine 
1081,Paul Gregutt,@paulgwine 
1082,Sean P. Sullivan,@wawinereport
1083,Virginie Boone,@vboone
1084,Roger Voss,@vossroger
1085,Virginie Boone,@vboone
1086,Paul Gregutt,@paulgwine 
1087,Virginie Boone,@vboone
1088,Sean P. Sullivan,@wawinereport
1163,,
1089,Virginie Boone,@vboone
1090,Roger Voss,@vossroger
1091,Virginie Boone,@vboone
1092,Paul Gregutt,@paulgwine 
1093,Roger Voss,@vossroger
1094,Paul Gregutt,@paulgwine 
1095,Virginie Boone,@vboone
1096,Michael Schachner,@wineschach
1097,Paul Gregutt,@paulgwine 
1098,Virginie Boone,@vboone
1099,Matt Kettmann,@mattkettmann
1100,Michael Schachner,@wineschach
1101,Anne Krebiehl MW,@AnneInVino
1102,Virginie Boone,@vboone
1103,Paul Gregutt,@paulgwine 
1104,Joe Czerwinski,@JoeCz
1105,Kerin O’Keefe,@kerinokeefe
1106,Paul Gregutt,@paulgwine 
1107,Jim Gordon,@gordone_cellars
1108,Matt Kettmann,@mattkettmann
1109,Kerin O’Keefe,@kerinokeefe
1110,Michael Schachner,@wineschach
1111,Michael Schachner,@wineschach
1112,Joe Czerwinski,@JoeCz
1113,Sean P. Sullivan,@wawinereport
1114,Kerin O’Keefe,@kerinokeefe
1115,Michael Schachner,@wineschach
1116,Jim Gordon,@gordone_cellars
1117,Matt Kettmann,@mattkettmann
1118,Kerin O’Keefe,@kerinokeefe
1119,Roger Voss,@vossroger
1120,Roger Voss,@vossroger
1121,Roger Voss,@vossroger
1122,Anna Lee C. Iijima,
1124,Sean P. Sullivan,@wawinereport
1125,Virginie Boone,@vboone
1126,Roger Voss,@vossroger
1127,Roger Voss,@vossroger
1128,Roger Voss,@vossroger
1129,Michael Schachner,@wineschach
1130,Virginie Boone,@vboone
1131,Joe Czerwinski,@JoeCz
1132,Roger Voss,@vossroger
1133,Roger Voss,@vossroger
1134,Roger Voss,@vossroger
1135,Michael Schachner,@wineschach
1136,Virginie Boone,@vboone
1137,Kerin O’Keefe,@kerinokeefe
1138,Kerin O’Keefe,@kerinokeefe
1139,Virginie Boone,@vboone
1140,Anna Lee C. Iijima,
1141,Michael Schachner,@wineschach
1142,Jim Gordon,@gordone_cellars
1143,Jim Gordon,@gordone_cellars
1144,Virginie Boone,@vboone
1145,Roger Voss,@vossroger
1146,Kerin O’Keefe,@kerinokeefe
1147,Sean P. Sullivan,@wawinereport
1148,Kerin O’Keefe,@kerinokeefe
1149,Roger Voss,@vossroger
1150,Michael Schachner,@wineschach
1151,Anna Lee C. Iijima,
1152,Paul Gregutt,@paulgwine 
1153,Roger Voss,@vossroger
1154,Joe Czerwinski,@JoeCz
1155,Susan Kostrzewa,@suskostrzewa
1156,Roger Voss,@vossroger
1157,,
1158,Roger Voss,@vossroger
1159,Roger Voss,@vossroger
1160,Susan Kostrzewa,@suskostrzewa
1161,,
1162,,
1164,,
1165,,
1166,,
1167,,
1168,Paul Gregutt,@paulgwine 
1169,,
1170,Michael Schachner,@wineschach
1171,Joe Czerwinski,@JoeCz
1172,,
1173,,
1174,Michael Schachner,@wineschach
1175,Roger Voss,@vossroger
1176,,
1177,Roger Voss,@vossroger
1178,Michael Schachner,@wineschach
1179,Roger Voss,@vossroger
1180,Jim Gordon,@gordone_cellars
1181,Kerin O’Keefe,@kerinokeefe
1182,Joe Czerwinski,@JoeCz
1183,Kerin O’Keefe,@kerinokeefe
1184,Kerin O’Keefe,@kerinokeefe
1185,Roger Voss,@vossroger
1186,Roger Voss,@vossroger
1187,Mike DeSimone,@worldwineguys
1188,Roger Voss,@vossroger
1189,Roger Voss,@vossroger
1190,Jim Gordon,@gordone_cellars
1191,Roger Voss,@vossroger
1192,Roger Voss,@vossroger
1193,Michael Schachner,@wineschach
1194,Michael Schachner,@wineschach
1195,Michael Schachner,@wineschach
1196,Paul Gregutt,@paulgwine 
1197,Kerin O’Keefe,@kerinokeefe
1198,Joe Czerwinski,@JoeCz
1199,Joe Czerwinski,@JoeCz
1200,Anna Lee C. Iijima,
1201,Roger Voss,@vossroger
1202,Alexander Peartree,
1203,Jim Gordon,@gordone_cellars
1204,Roger Voss,@vossroger
1205,Kerin O’Keefe,@kerinokeefe
1206,Paul Gregutt,@paulgwine 
1207,Kerin O’Keefe,@kerinokeefe
1208,Roger Voss,@vossroger
1209,Jim Gordon,@gordone_cellars
1210,Virginie Boone,@vboone
1211,Virginie Boone,@vboone
1212,Matt Kettmann,@mattkettmann
1213,Matt Kettmann,@mattkettmann
1214,Virginie Boone,@vboone
1215,Roger Voss,@vossroger
1216,Matt Kettmann,@mattkettmann
1217,Kerin O’Keefe,@kerinokeefe
1218,Kerin O’Keefe,@kerinokeefe
1234,Matt Kettmann,@mattkettmann
1219,Matt Kettmann,@mattkettmann
1220,Roger Voss,@vossroger
1221,Matt Kettmann,@mattkettmann
1222,Matt Kettmann,@mattkettmann
1223,Virginie Boone,@vboone
1224,Roger Voss,@vossroger
1225,Jim Gordon,@gordone_cellars
1226,Virginie Boone,@vboone
1227,Matt Kettmann,@mattkettmann
1228,Matt Kettmann,@mattkettmann
1229,Roger Voss,@vossroger
1230,Matt Kettmann,@mattkettmann
1231,Jim Gordon,@gordone_cellars
1232,Virginie Boone,@vboone
1233,Virginie Boone,@vboone
1273,,
1235,Matt Kettmann,@mattkettmann
1236,Matt Kettmann,@mattkettmann
1237,,
1238,Roger Voss,@vossroger
1239,,
1240,Roger Voss,@vossroger
1241,Paul Gregutt,@paulgwine 
1242,Susan Kostrzewa,@suskostrzewa
1243,Joe Czerwinski,@JoeCz
1244,,
1245,Susan Kostrzewa,@suskostrzewa
1246,,
1247,Susan Kostrzewa,@suskostrzewa
1248,Paul Gregutt,@paulgwine 
1249,Paul Gregutt,@paulgwine 
1250,,
1251,Joe Czerwinski,@JoeCz
1252,Joe Czerwinski,@JoeCz
1253,Paul Gregutt,@paulgwine 
1254,Paul Gregutt,@paulgwine 
1255,Susan Kostrzewa,@suskostrzewa
1256,,
1257,Michael Schachner,@wineschach
1258,,
1259,Michael Schachner,@wineschach
1260,,
1261,,
1262,Virginie Boone,@vboone
1263,Anna Lee C. Iijima,
1264,,
1265,Lauren Buzzeo,@laurbuzz
1266,Anna Lee C. Iijima,
1267,,
1268,,
1269,Michael Schachner,@wineschach
1270,,
1271,Virginie Boone,@vboone
1272,,
1274,,
1275,,
1276,,
1277,,
1278,,
1279,Roger Voss,@vossroger
1280,Michael Schachner,@wineschach
1281,Michael Schachner,@wineschach
1282,Anna Lee C. Iijima,
1283,,
1284,Roger Voss,@vossroger
1285,Joe Czerwinski,@JoeCz
1286,Kerin O’Keefe,@kerinokeefe
1287,Virginie Boone,@vboone
1288,Kerin O’Keefe,@kerinokeefe
1289,Anna Lee C. Iijima,
1290,Kerin O’Keefe,@kerinokeefe
1291,Kerin O’Keefe,@kerinokeefe
1292,Kerin O’Keefe,@kerinokeefe
1293,Virginie Boone,@vboone
1347,,
1294,Michael Schachner,@wineschach
1295,Matt Kettmann,@mattkettmann
1296,Roger Voss,@vossroger
1297,Kerin O’Keefe,@kerinokeefe
1298,Jim Gordon,@gordone_cellars
1299,Kerin O’Keefe,@kerinokeefe
1300,Matt Kettmann,@mattkettmann
1301,Roger Voss,@vossroger
1302,Roger Voss,@vossroger
1303,Anna Lee C. Iijima,
1304,Anna Lee C. Iijima,
1305,Michael Schachner,@wineschach
1306,Michael Schachner,@wineschach
1307,Paul Gregutt,@paulgwine 
1308,Roger Voss,@vossroger
1309,Virginie Boone,@vboone
1310,Matt Kettmann,@mattkettmann
1311,Virginie Boone,@vboone
1312,Kerin O’Keefe,@kerinokeefe
1313,Virginie Boone,@vboone
1314,Kerin O’Keefe,@kerinokeefe
1315,Kerin O’Keefe,@kerinokeefe
1316,Kerin O’Keefe,@kerinokeefe
1317,Virginie Boone,@vboone
1318,Virginie Boone,@vboone
1319,Joe Czerwinski,@JoeCz
1320,Anne Krebiehl MW,@AnneInVino
1321,Michael Schachner,@wineschach
1322,Anne Krebiehl MW,@AnneInVino
1323,Michael Schachner,@wineschach
1324,Virginie Boone,@vboone
1325,Matt Kettmann,@mattkettmann
1326,Michael Schachner,@wineschach
1327,Joe Czerwinski,@JoeCz
1328,Matt Kettmann,@mattkettmann
1329,Roger Voss,@vossroger
1330,Roger Voss,@vossroger
1331,Roger Voss,@vossroger
1332,Roger Voss,@vossroger
1333,Virginie Boone,@vboone
1334,Anna Lee C. Iijima,
1335,Anna Lee C. Iijima,
1336,Virginie Boone,@vboone
1337,Kerin O’Keefe,@kerinokeefe
1338,Roger Voss,@vossroger
1339,Roger Voss,@vossroger
1340,Roger Voss,@vossroger
1341,Anne Krebiehl MW,@AnneInVino
1342,Virginie Boone,@vboone
1343,Matt Kettmann,@mattkettmann
1344,Kerin O’Keefe,@kerinokeefe
1345,Paul Gregutt,@paulgwine 
1346,Michael Schachner,@wineschach
1348,Paul Gregutt,@paulgwine 
1349,,
1350,,
1351,Roger Voss,@vossroger
1352,Roger Voss,@vossroger
1353,Roger Voss,@vossroger
1354,,
1355,Paul Gregutt,@paulgwine 
1356,Roger Voss,@vossroger
1357,Michael Schachner,@wineschach
1358,Michael Schachner,@wineschach
1359,,
1360,Virginie Boone,@vboone
1361,,
1362,,
1363,,
1364,Roger Voss,@vossroger
1365,Joe Czerwinski,@JoeCz
1366,Michael Schachner,@wineschach
1367,Roger Voss,@vossroger
1369,,
1370,,
1371,Susan Kostrzewa,@suskostrzewa
1372,,
1373,,
1374,,
1375,Joe Czerwinski,@JoeCz
1376,,
1377,Roger Voss,@vossroger
1378,Paul Gregutt,@paulgwine 
1379,Joe Czerwinski,@JoeCz
1380,,
1381,,
1382,Michael Schachner,@wineschach
1383,,
1384,Kerin O’Keefe,@kerinokeefe
1385,Anna Lee C. Iijima,
1386,Paul Gregutt,@paulgwine 
1387,Kerin O’Keefe,@kerinokeefe
1388,Virginie Boone,@vboone
1389,Lauren Buzzeo,@laurbuzz
1390,Lauren Buzzeo,@laurbuzz
1391,Kerin O’Keefe,@kerinokeefe
1392,Matt Kettmann,@mattkettmann
1393,Matt Kettmann,@mattkettmann
1394,Michael Schachner,@wineschach
1395,Virginie Boone,@vboone
1396,Alexander Peartree,
1397,Roger Voss,@vossroger
1398,Anna Lee C. Iijima,
1399,Kerin O’Keefe,@kerinokeefe
1400,Roger Voss,@vossroger
1401,Alexander Peartree,
1402,Kerin O’Keefe,@kerinokeefe
1403,Kerin O’Keefe,@kerinokeefe
1404,Kerin O’Keefe,@kerinokeefe
1405,Virginie Boone,@vboone
1406,Jim Gordon,@gordone_cellars
1407,Kerin O’Keefe,@kerinokeefe
1408,Kerin O’Keefe,@kerinokeefe
1409,Virginie Boone,@vboone
1410,Anna Lee C. Iijima,
1411,Roger Voss,@vossroger
1412,Roger Voss,@vossroger
1413,Jim Gordon,@gordone_cellars
1414,Roger Voss,@vossroger
1415,Roger Voss,@vossroger
1416,Roger Voss,@vossroger
1417,,
1418,Paul Gregutt,@paulgwine 
1419,Paul Gregutt,@paulgwine 
1420,Paul Gregutt,@paulgwine 
1421,Roger Voss,@vossroger
1422,Anne Krebiehl MW,@AnneInVino
1469,Virginie Boone,@vboone
1423,,
1424,Paul Gregutt,@paulgwine 
1425,Anne Krebiehl MW,@AnneInVino
1426,Roger Voss,@vossroger
1427,Roger Voss,@vossroger
1428,,
1429,Sean P. Sullivan,@wawinereport
1430,,
1431,Paul Gregutt,@paulgwine 
1432,Roger Voss,@vossroger
1433,Roger Voss,@vossroger
1434,Lauren Buzzeo,@laurbuzz
1435,Paul Gregutt,@paulgwine 
1436,Paul Gregutt,@paulgwine 
1437,Roger Voss,@vossroger
1438,Anne Krebiehl MW,@AnneInVino
1439,Paul Gregutt,@paulgwine 
1440,,
1441,Anne Krebiehl MW,@AnneInVino
1442,Anne Krebiehl MW,@AnneInVino
1443,Matt Kettmann,@mattkettmann
1444,Virginie Boone,@vboone
1445,Roger Voss,@vossroger
1446,Roger Voss,@vossroger
1447,Roger Voss,@vossroger
1448,Virginie Boone,@vboone
1449,Joe Czerwinski,@JoeCz
1450,Roger Voss,@vossroger
1451,Roger Voss,@vossroger
1452,Kerin O’Keefe,@kerinokeefe
1453,Roger Voss,@vossroger
1523,Paul Gregutt,@paulgwine 
1454,Kerin O’Keefe,@kerinokeefe
1455,Matt Kettmann,@mattkettmann
1456,Virginie Boone,@vboone
1457,Anna Lee C. Iijima,
1458,Roger Voss,@vossroger
1459,Matt Kettmann,@mattkettmann
1460,Kerin O’Keefe,@kerinokeefe
1461,Virginie Boone,@vboone
1462,Kerin O’Keefe,@kerinokeefe
1463,Roger Voss,@vossroger
1464,Matt Kettmann,@mattkettmann
1465,Roger Voss,@vossroger
1466,Virginie Boone,@vboone
1467,Matt Kettmann,@mattkettmann
1468,Virginie Boone,@vboone
3197,Virginie Boone,@vboone
1470,Matt Kettmann,@mattkettmann
1471,Kerin O’Keefe,@kerinokeefe
1472,Virginie Boone,@vboone
1473,Michael Schachner,@wineschach
1474,,
1475,,
1476,Paul Gregutt,@paulgwine 
1477,Michael Schachner,@wineschach
1478,Joe Czerwinski,@JoeCz
1479,Michael Schachner,@wineschach
1480,Michael Schachner,@wineschach
1481,,
1482,Michael Schachner,@wineschach
1483,Roger Voss,@vossroger
1484,Joe Czerwinski,@JoeCz
1485,,
14730,,
1486,Susan Kostrzewa,@suskostrzewa
1487,,
1488,,
1489,,
1490,Joe Czerwinski,@JoeCz
1491,,
1492,Joe Czerwinski,@JoeCz
1493,Michael Schachner,@wineschach
1494,,
1495,,
1496,Michael Schachner,@wineschach
1497,Michael Schachner,@wineschach
1498,,
1499,Michael Schachner,@wineschach
1500,,
1501,,
1502,,
1503,,
1504,Paul Gregutt,@paulgwine 
1505,Roger Voss,@vossroger
1506,Roger Voss,@vossroger
1507,Roger Voss,@vossroger
1508,Roger Voss,@vossroger
1509,Michael Schachner,@wineschach
1510,,
1511,,
1512,Roger Voss,@vossroger
1513,,
1514,Paul Gregutt,@paulgwine 
1515,,
1516,Roger Voss,@vossroger
1517,Roger Voss,@vossroger
1518,Roger Voss,@vossroger
1519,Michael Schachner,@wineschach
1520,Roger Voss,@vossroger
1521,Michael Schachner,@wineschach
1522,,
1524,Michael Schachner,@wineschach
1525,Virginie Boone,@vboone
1526,Kerin O’Keefe,@kerinokeefe
1527,Roger Voss,@vossroger
1528,Roger Voss,@vossroger
1529,Jim Gordon,@gordone_cellars
1530,Michael Schachner,@wineschach
1531,Michael Schachner,@wineschach
1532,Michael Schachner,@wineschach
1533,Jim Gordon,@gordone_cellars
1534,Roger Voss,@vossroger
1535,Roger Voss,@vossroger
1536,Roger Voss,@vossroger
1537,Roger Voss,@vossroger
1538,Roger Voss,@vossroger
1539,Virginie Boone,@vboone
1540,Michael Schachner,@wineschach
1541,Roger Voss,@vossroger
1542,Roger Voss,@vossroger
1543,Jeff Jenssen,@worldwineguys
19895,Roger Voss,@vossroger
1544,Kerin O’Keefe,@kerinokeefe
1545,Michael Schachner,@wineschach
1546,Michael Schachner,@wineschach
1547,Roger Voss,@vossroger
1548,Michael Schachner,@wineschach
1549,Michael Schachner,@wineschach
1550,Kerin O’Keefe,@kerinokeefe
1551,Roger Voss,@vossroger
1552,Roger Voss,@vossroger
1553,Kerin O’Keefe,@kerinokeefe
1554,Virginie Boone,@vboone
1555,Roger Voss,@vossroger
1556,Paul Gregutt,@paulgwine 
1557,,
1558,Roger Voss,@vossroger
1559,Roger Voss,@vossroger
1560,Paul Gregutt,@paulgwine 
1612,Roger Voss,@vossroger
1561,,
1562,Roger Voss,@vossroger
1563,,
1564,,
1565,,
1566,Roger Voss,@vossroger
1567,,
1568,Roger Voss,@vossroger
1569,Roger Voss,@vossroger
1570,,
1571,Roger Voss,@vossroger
1572,Roger Voss,@vossroger
1573,Roger Voss,@vossroger
1574,,
1575,Roger Voss,@vossroger
1576,Roger Voss,@vossroger
4938,Roger Voss,@vossroger
1577,,
1578,Roger Voss,@vossroger
1579,,
1580,Roger Voss,@vossroger
1581,Roger Voss,@vossroger
1582,Roger Voss,@vossroger
1583,Paul Gregutt,@paulgwine 
1584,,
1585,Virginie Boone,@vboone
1586,Anna Lee C. Iijima,
1587,Virginie Boone,@vboone
1588,Kerin O’Keefe,@kerinokeefe
1589,Roger Voss,@vossroger
1590,Roger Voss,@vossroger
1591,Anna Lee C. Iijima,
1592,Roger Voss,@vossroger
1593,Roger Voss,@vossroger
1594,Roger Voss,@vossroger
1595,Roger Voss,@vossroger
1596,Roger Voss,@vossroger
1597,Roger Voss,@vossroger
1598,Sean P. Sullivan,@wawinereport
1599,Roger Voss,@vossroger
1600,Jim Gordon,@gordone_cellars
1601,Jim Gordon,@gordone_cellars
1602,Sean P. Sullivan,@wawinereport
1603,Kerin O’Keefe,@kerinokeefe
1604,Sean P. Sullivan,@wawinereport
1605,Joe Czerwinski,@JoeCz
1606,Anna Lee C. Iijima,
1607,Virginie Boone,@vboone
1608,Sean P. Sullivan,@wawinereport
1609,Kerin O’Keefe,@kerinokeefe
1610,Sean P. Sullivan,@wawinereport
1611,Roger Voss,@vossroger
1613,Roger Voss,@vossroger
1614,Roger Voss,@vossroger
1615,Roger Voss,@vossroger
1616,Roger Voss,@vossroger
1617,Roger Voss,@vossroger
1618,Michael Schachner,@wineschach
1619,Roger Voss,@vossroger
1620,Roger Voss,@vossroger
1621,Michael Schachner,@wineschach
1622,Michael Schachner,@wineschach
1623,Roger Voss,@vossroger
1624,Roger Voss,@vossroger
1625,Carrie Dykes,
1626,Michael Schachner,@wineschach
1627,Fiona Adams,@bkfiona
1628,Roger Voss,@vossroger
1629,Roger Voss,@vossroger
1630,Roger Voss,@vossroger
1631,Carrie Dykes,
1632,Roger Voss,@vossroger
4939,Roger Voss,@vossroger
1633,Roger Voss,@vossroger
1634,Michael Schachner,@wineschach
1635,Jim Gordon,@gordone_cellars
1636,Joe Czerwinski,@JoeCz
1637,Virginie Boone,@vboone
1638,Roger Voss,@vossroger
1639,Roger Voss,@vossroger
1640,Roger Voss,@vossroger
1641,Jim Gordon,@gordone_cellars
1642,Kerin O’Keefe,@kerinokeefe
1643,Jim Gordon,@gordone_cellars
1644,Jim Gordon,@gordone_cellars
1645,Michael Schachner,@wineschach
1646,Michael Schachner,@wineschach
1647,Virginie Boone,@vboone
1648,Michael Schachner,@wineschach
1649,Joe Czerwinski,@JoeCz
1650,Roger Voss,@vossroger
1651,Michael Schachner,@wineschach
1652,Paul Gregutt,@paulgwine 
1653,Roger Voss,@vossroger
1654,Roger Voss,@vossroger
1655,Roger Voss,@vossroger
1656,Roger Voss,@vossroger
1657,Roger Voss,@vossroger
1658,Roger Voss,@vossroger
1659,Paul Gregutt,@paulgwine 
1660,Paul Gregutt,@paulgwine 
1661,Paul Gregutt,@paulgwine 
1662,Kerin O’Keefe,@kerinokeefe
1663,Roger Voss,@vossroger
1664,Jim Gordon,@gordone_cellars
1665,Michael Schachner,@wineschach
1666,Joe Czerwinski,@JoeCz
1667,Jim Gordon,@gordone_cellars
1668,Kerin O’Keefe,@kerinokeefe
1669,Roger Voss,@vossroger
1670,Roger Voss,@vossroger
1671,Paul Gregutt,@paulgwine 
1672,Paul Gregutt,@paulgwine 
1673,,
1674,Joe Czerwinski,@JoeCz
1675,Joe Czerwinski,@JoeCz
1676,,
1677,,
1678,,
1679,Virginie Boone,@vboone
1680,Michael Schachner,@wineschach
1681,Roger Voss,@vossroger
1682,,
1683,Paul Gregutt,@paulgwine 
1684,Roger Voss,@vossroger
1685,,
1686,Paul Gregutt,@paulgwine 
1687,,
1688,,
1689,,
1690,,
1691,Joe Czerwinski,@JoeCz
5792,Virginie Boone,@vboone
1692,,
1693,Roger Voss,@vossroger
1694,,
1695,Michael Schachner,@wineschach
1696,,
1697,Lauren Buzzeo,@laurbuzz
1698,,
1699,,
1700,Roger Voss,@vossroger
1701,Michael Schachner,@wineschach
1702,,
1703,Susan Kostrzewa,@suskostrzewa
1704,Lauren Buzzeo,@laurbuzz
1705,,
1706,Joe Czerwinski,@JoeCz
1707,Joe Czerwinski,@JoeCz
1708,Michael Schachner,@wineschach
1709,,
1710,,
1763,Anna Lee C. Iijima,
1711,Michael Schachner,@wineschach
1712,Joe Czerwinski,@JoeCz
1713,,
1714,Roger Voss,@vossroger
1715,Lauren Buzzeo,@laurbuzz
1716,,
1717,Roger Voss,@vossroger
1718,Michael Schachner,@wineschach
1719,,
1720,Michael Schachner,@wineschach
1721,Michael Schachner,@wineschach
1722,Michael Schachner,@wineschach
1723,Joe Czerwinski,@JoeCz
1724,Susan Kostrzewa,@suskostrzewa
1725,Susan Kostrzewa,@suskostrzewa
1726,Michael Schachner,@wineschach
1727,Roger Voss,@vossroger
1728,Matt Kettmann,@mattkettmann
1766,Sean P. Sullivan,@wawinereport
1729,Matt Kettmann,@mattkettmann
1730,Sean P. Sullivan,@wawinereport
1731,Sean P. Sullivan,@wawinereport
1732,Kerin O’Keefe,@kerinokeefe
1733,Roger Voss,@vossroger
1734,Sean P. Sullivan,@wawinereport
1735,Sean P. Sullivan,@wawinereport
1736,Kerin O’Keefe,@kerinokeefe
1737,Matt Kettmann,@mattkettmann
1738,Kerin O’Keefe,@kerinokeefe
1739,Matt Kettmann,@mattkettmann
1740,Kerin O’Keefe,@kerinokeefe
1741,Sean P. Sullivan,@wawinereport
1742,Jim Gordon,@gordone_cellars
1743,Kerin O’Keefe,@kerinokeefe
1764,Michael Schachner,@wineschach
1744,Roger Voss,@vossroger
1745,Roger Voss,@vossroger
1746,Roger Voss,@vossroger
